id,Year,REG,State Name,HLSA Num,Line Num,Service Category,SSBG Expenditures,Total TANF,Total SSBG Expenditures,"Other Fed, State, and Local Funds",Children,Adults 59 and Younger,Adults 60 and Older,Adults Unknown,Total Adults,Total Recipients
15,2018,9,Hawaii,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,2,2,Case Management,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,1,11,Foster Care Services - Children,635740,0,635740,2242084,235,0,0,0,0,235
15,2018,9,Hawaii,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,8,13,Home-Based Services,4902,0,4902,4902,0,0,5,0,5,5
15,2018,9,Hawaii,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,7,21,Protective Services - Adults,311338,0,311338,6242900,0,136,537,1,674,674
15,2018,9,Hawaii,1,22,Protective Services - Children,5936394,9857840,15794234,51838344,7543,0,0,0,0,7543
15,2018,9,Hawaii,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,1,26,Special Services - Youth at Risk,745294,0,745294,5463397,4027,0,0,0,0,4027
15,2018,9,Hawaii,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,0,31,Administrative Costs,0,0,0,0,0,0,0,0,0,0
15,2018,9,Hawaii,0,32,All Categories,7633668,9857840,17491508,65791627,11805,136,542,1,679,12484
16,2018,10,Idaho,1,1,Adoption Services,7855,3849,11704,9571340,748,0,0,0,0,748
16,2018,10,Idaho,2,2,Case Management,2457560,1034153,3491713,3982743,3286,0,0,0,0,3286
16,2018,10,Idaho,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
16,2018,10,Idaho,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
16,2018,10,Idaho,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
16,2018,10,Idaho,3,6,Day Care - Children,36245,0,36245,43983836,15122,0,0,0,0,15122
16,2018,10,Idaho,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
16,2018,10,Idaho,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
16,2018,10,Idaho,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
16,2018,10,Idaho,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
16,2018,10,Idaho,1,11,Foster Care Services - Children,1392000,0,1392000,12488458,965,0,0,0,0,965
16,2018,10,Idaho,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
16,2018,10,Idaho,8,13,Home-Based Services,0,0,0,0,0,0,0,0,0,0
16,2018,10,Idaho,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
16,2018,10,Idaho,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
16,2018,10,Idaho,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
16,2018,10,Idaho,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
16,2018,10,Idaho,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
16,2018,10,Idaho,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
16,2018,10,Idaho,8,20,Prevention and Intervention,155659,0,155659,1502611,1018,0,0,0,0,1018
16,2018,10,Idaho,7,21,Protective Services - Adults,0,0,0,0,0,0,0,0,0,0
16,2018,10,Idaho,1,22,Protective Services - Children,1149591,247810,1397401,4722923,1022,0,0,0,0,1022
16,2018,10,Idaho,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
16,2018,10,Idaho,4,24,Residential Treatment,178207,0,178207,1151698,57,0,0,0,0,57
16,2018,10,Idaho,6,25,Special Services - Disabled,291900,0,291900,1128483,120,437,7,0,444,564
16,2018,10,Idaho,1,26,Special Services - Youth at Risk,800580,0,800580,96800,80,0,0,0,0,80
16,2018,10,Idaho,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
16,2018,10,Idaho,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
16,2018,10,Idaho,8,29,Other Services,96430,0,96430,130372,2174,0,0,0,0,2174
16,2018,10,Idaho,0,31,Administrative Costs,361654,0,361654,0,0,0,0,0,0,0
16,2018,10,Idaho,0,32,All Categories,6927681,1285812,8213493,78759264,24592,437,7,0,444,25036
17,2018,5,Illinois,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
17,2018,5,Illinois,2,2,Case Management,218662,0,218662,38314716,113,0,0,35719,35719,35832
17,2018,5,Illinois,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
17,2018,5,Illinois,2,4,Counseling Services,5235724,0,5235724,39400912,22136,0,13792,8516,22308,44444
17,2018,5,Illinois,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
17,2018,5,Illinois,3,6,Day Care - Children,0,1200000,1200000,793883102,137737,0,0,0,0,137737
17,2018,5,Illinois,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
17,2018,5,Illinois,5,8,Employment Services,2082365,0,2082365,0,0,0,137,2051,2188,2188
17,2018,5,Illinois,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
17,2018,5,Illinois,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
17,2018,5,Illinois,1,11,Foster Care Services - Children,0,0,0,0,0,0,0,0,0,0
17,2018,5,Illinois,4,12,Health-Related Services,3735085,0,3735085,7429538,15984,0,0,56425,56425,72409
17,2018,5,Illinois,8,13,Home-Based Services,20610004,0,20610004,546301723,0,0,0,30553,30553,30553
17,2018,5,Illinois,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
17,2018,5,Illinois,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
17,2018,5,Illinois,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
17,2018,5,Illinois,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
17,2018,5,Illinois,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
17,2018,5,Illinois,4,19,Pregnancy and Parenting,2024772,0,2024772,35278368,16441,0,0,54324,54324,70765
17,2018,5,Illinois,8,20,Prevention and Intervention,1685781,0,1685781,0,640,0,0,3382,3382,4022
17,2018,5,Illinois,7,21,Protective Services - Adults,0,0,0,0,0,0,0,0,0,0
17,2018,5,Illinois,1,22,Protective Services - Children,67740,0,67740,0,368,0,0,0,0,368
17,2018,5,Illinois,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
17,2018,5,Illinois,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
17,2018,5,Illinois,6,25,Special Services - Disabled,3546174,0,3546174,9414670,2609,0,19,17207,17226,19835
17,2018,5,Illinois,1,26,Special Services - Youth at Risk,2577456,0,2577456,1603942,1533,0,0,0,0,1533
17,2018,5,Illinois,4,27,Substance Abuse Services,701401,0,701401,3440398,7288,0,1189,20581,21770,29058
17,2018,5,Illinois,8,28,Transportation,720650,0,720650,8560417,0,0,38528,0,38528,38528
17,2018,5,Illinois,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
17,2018,5,Illinois,0,31,Administrative Costs,1341414,0,1341414,0,0,0,0,0,0,0
17,2018,5,Illinois,0,32,All Categories,44547228,1200000,45747228,1483627786,204849,0,53665,228758,282423,487272
18,2018,5,Indiana,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
18,2018,5,Indiana,2,2,Case Management,6640434,0,6640434,47165392,7500,6037,20929,0,26966,34466
18,2018,5,Indiana,7,3,Congregate Meals,157719,0,157719,9159798,65,106,519,0,625,690
18,2018,5,Indiana,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
18,2018,5,Indiana,7,5,Day Care - Adults,975167,0,975167,3539779,0,8,35,1789,1832,1832
18,2018,5,Indiana,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
18,2018,5,Indiana,5,7,Education and Training Services,256822,0,256822,0,10328,0,0,6237,6237,16565
18,2018,5,Indiana,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
18,2018,5,Indiana,4,9,Family Planning Services,369699,0,369699,1634891,0,2237,0,0,2237,2237
18,2018,5,Indiana,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
18,2018,5,Indiana,1,11,Foster Care Services - Children,128627,0,128627,0,1880,0,0,3598,3598,5478
18,2018,5,Indiana,4,12,Health-Related Services,10881,0,10881,1514743,0,1,67,0,68,68
18,2018,5,Indiana,8,13,Home-Based Services,2469549,0,2469549,17194210,0,415,4106,0,4521,4521
18,2018,5,Indiana,7,14,Home-Delivered Meals,410855,0,410855,6389188,0,589,1143,0,1732,1732
18,2018,5,Indiana,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
18,2018,5,Indiana,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
18,2018,5,Indiana,2,17,Information and Referral,792236,0,792236,738533,0,54533,109067,0,163600,163600
18,2018,5,Indiana,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
18,2018,5,Indiana,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
18,2018,5,Indiana,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
18,2018,5,Indiana,7,21,Protective Services - Adults,285624,0,285624,51769,0,2529,0,0,2529,2529
18,2018,5,Indiana,1,22,Protective Services - Children,2680948,0,2680948,33698,22265,0,0,0,0,22265
18,2018,5,Indiana,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
18,2018,5,Indiana,4,24,Residential Treatment,932778,0,932778,0,256,0,0,0,0,256
18,2018,5,Indiana,6,25,Special Services - Disabled,70264,0,70264,0,0,0,0,903,903,903
18,2018,5,Indiana,1,26,Special Services - Youth at Risk,15511722,0,15511722,15879572,30550,0,0,0,0,30550
18,2018,5,Indiana,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
18,2018,5,Indiana,8,28,Transportation,759054,0,759054,2322048,11,116862,21244,0,138106,138117
18,2018,5,Indiana,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
18,2018,5,Indiana,0,31,Administrative Costs,0,0,0,0,0,0,0,0,0,0
18,2018,5,Indiana,0,32,All Categories,32452379,0,32452379,105623621,72855,183317,157110,12527,352954,425809
19,2018,7,Iowa,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
19,2018,7,Iowa,2,2,Case Management,5895146,6608812,12503958,17118774,18409,0,0,0,0,18409
19,2018,7,Iowa,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
19,2018,7,Iowa,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
19,2018,7,Iowa,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
19,2018,7,Iowa,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
19,2018,7,Iowa,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
19,2018,7,Iowa,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
19,2018,7,Iowa,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
19,2018,7,Iowa,7,10,Foster Care Services - Adults,590,0,590,1418,0,2,0,0,2,2
19,2018,7,Iowa,1,11,Foster Care Services - Children,0,0,0,0,0,0,0,0,0,0
19,2018,7,Iowa,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
19,2018,7,Iowa,8,13,Home-Based Services,5072209,5583040,10655249,33027329,14756,0,0,0,0,14756
19,2018,7,Iowa,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
19,2018,7,Iowa,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
19,2018,7,Iowa,5,16,Independent/Transitional Living Services,3100000,0,3100000,944583,94,874,0,0,874,968
19,2018,7,Iowa,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
19,2018,7,Iowa,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
19,2018,7,Iowa,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
19,2018,7,Iowa,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
19,2018,7,Iowa,7,21,Protective Services - Adults,128591,0,128591,309177,0,489,862,55,1406,1406
19,2018,7,Iowa,1,22,Protective Services - Children,0,0,0,0,0,0,0,0,0,0
19,2018,7,Iowa,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
19,2018,7,Iowa,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
19,2018,7,Iowa,6,25,Special Services - Disabled,139493,0,139493,0,0,5,4,0,9,9
19,2018,7,Iowa,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
19,2018,7,Iowa,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
19,2018,7,Iowa,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
19,2018,7,Iowa,8,29,Other Services,63596,0,63596,65434,8984,7028,3916,0,10944,19928
19,2018,7,Iowa,0,31,Administrative Costs,910650,770156,1680806,0,0,0,0,0,0,0
19,2018,7,Iowa,0,32,All Categories,15310275,12962008,28272283,51466715,42243,8398,4782,55,13235,55478
20,2018,7,Kansas,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,2,2,Case Management,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,3,6,Day Care - Children,188875,0,188875,38184230,9263,0,0,0,0,9263
20,2018,7,Kansas,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,1,11,Foster Care Services - Children,0,14600000,14600000,163481320,7275,0,0,0,0,7275
20,2018,7,Kansas,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,8,13,Home-Based Services,4500000,0,4500000,2669865,0,0,3704,0,3704,3704
20,2018,7,Kansas,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,7,21,Protective Services - Adults,1562926,0,1562926,7666777,0,3500,6147,156,9803,9803
20,2018,7,Kansas,1,22,Protective Services - Children,8013618,591285,8604903,34818198,40623,0,0,0,0,40623
20,2018,7,Kansas,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,0,31,Administrative Costs,0,0,0,0,0,0,0,0,0,0
20,2018,7,Kansas,0,32,All Categories,14265419,15191285,29456704,246820390,57161,3500,9851,156,13507,70668
21,2018,4,Kentucky,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,2,2,Case Management,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,1,11,Foster Care Services - Children,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,8,13,Home-Based Services,144510,0,144510,1387194,2014,2506,307,0,2813,4827
21,2018,4,Kentucky,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,7,21,Protective Services - Adults,1530218,0,1530218,13771941,0,96765,32922,0,129687,129687
21,2018,4,Kentucky,1,22,Protective Services - Children,14017380,0,14017380,120506453,427837,0,0,0,0,427837
21,2018,4,Kentucky,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,4,24,Residential Treatment,6874886,0,6874886,8071341,512,0,0,0,0,512
21,2018,4,Kentucky,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,1,26,Special Services - Youth at Risk,236875,0,236875,2131866,2844,0,0,0,0,2844
21,2018,4,Kentucky,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
21,2018,4,Kentucky,0,31,Administrative Costs,9624,0,9624,0,0,0,0,0,0,0
21,2018,4,Kentucky,0,32,All Categories,22813493,0,22813493,145868795,433207,99271,33229,0,132500,565707
22,2018,6,Louisiana,1,1,Adoption Services,1085941,1664788,2750729,21680722,6735,0,0,0,0,6735
22,2018,6,Louisiana,2,2,Case Management,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,1,11,Foster Care Services - Children,13560336,7026701,20587037,91509542,7821,0,0,0,0,7821
22,2018,6,Louisiana,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,8,13,Home-Based Services,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,5,16,Independent/Transitional Living Services,94500,0,94500,1701980,30,0,0,0,0,30
22,2018,6,Louisiana,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,8,20,Prevention and Intervention,674182,1902614,2576796,24777968,8985,3861,21,0,3882,12867
22,2018,6,Louisiana,7,21,Protective Services - Adults,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,1,22,Protective Services - Children,1753983,4216021,5970004,54905725,29322,0,0,0,0,29322
22,2018,6,Louisiana,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
22,2018,6,Louisiana,0,31,Administrative Costs,1420242,1479598,2899840,0,0,0,0,0,0,0
22,2018,6,Louisiana,0,32,All Categories,18589184,16289722,34878906,194575937,52893,3861,21,0,3882,56775
23,2018,1,Maine,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
23,2018,1,Maine,2,2,Case Management,0,0,0,0,0,0,0,0,0,0
23,2018,1,Maine,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
23,2018,1,Maine,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
23,2018,1,Maine,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
23,2018,1,Maine,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
23,2018,1,Maine,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
23,2018,1,Maine,5,8,Employment Services,530433,0,530433,192961,0,251,33,2,286,286
23,2018,1,Maine,4,9,Family Planning Services,150000,0,150000,19551,1466,5929,44,0,5973,7439
23,2018,1,Maine,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
23,2018,1,Maine,1,11,Foster Care Services - Children,0,7100360,7100360,44977816,9857,0,0,0,0,9857
23,2018,1,Maine,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
23,2018,1,Maine,8,13,Home-Based Services,3241061,0,3241061,4226719,0,140,1411,10947,12498,12498
23,2018,1,Maine,7,14,Home-Delivered Meals,720542,0,720542,3273112,38,929,12313,35,13277,13315
23,2018,1,Maine,8,15,Housing Services,290811,0,290811,7478074,464,1189,180,0,1369,1833
23,2018,1,Maine,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
23,2018,1,Maine,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
23,2018,1,Maine,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
23,2018,1,Maine,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
23,2018,1,Maine,8,20,Prevention and Intervention,988782,0,988782,12993468,2093,11152,811,5834,17797,19890
23,2018,1,Maine,7,21,Protective Services - Adults,0,0,0,0,0,0,0,0,0,0
23,2018,1,Maine,1,22,Protective Services - Children,0,0,0,0,0,0,0,0,0,0
23,2018,1,Maine,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
23,2018,1,Maine,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
23,2018,1,Maine,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
23,2018,1,Maine,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
23,2018,1,Maine,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
23,2018,1,Maine,8,28,Transportation,1186587,0,1186587,3287845,7902,310,68,11164,11542,19444
23,2018,1,Maine,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
23,2018,1,Maine,0,31,Administrative Costs,267319,0,267319,0,0,0,0,0,0,0
23,2018,1,Maine,0,32,All Categories,7375535,7100360,14475895,76449546,21820,19900,14860,27982,62742,84562
24,2018,3,Maryland,1,1,Adoption Services,268484,368477,636961,8694883,3661,2500,247,0,2747,6408
24,2018,3,Maryland,2,2,Case Management,9968754,6346435,16315189,23323341,0,3814,4911,5,8730,8730
24,2018,3,Maryland,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
24,2018,3,Maryland,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
24,2018,3,Maryland,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
24,2018,3,Maryland,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
24,2018,3,Maryland,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
24,2018,3,Maryland,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
24,2018,3,Maryland,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
24,2018,3,Maryland,7,10,Foster Care Services - Adults,1237879,0,1237879,1148290,0,346,397,4,747,747
24,2018,3,Maryland,1,11,Foster Care Services - Children,2698676,4422903,7121579,86677910,7284,0,0,0,0,7284
24,2018,3,Maryland,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
24,2018,3,Maryland,8,13,Home-Based Services,7168248,4187886,11356134,3438239,0,162,922,4,1088,1088
24,2018,3,Maryland,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
24,2018,3,Maryland,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
24,2018,3,Maryland,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
